protein_A,protein_B,string_id_A,string_id_B,score,nscore,escore,dscore,tscore
IL9,IL10RB,9606.ENSP00000274520,9606.ENSP00000290200,0.834,0.0,0.0,0.65,0.546
IL9,CCL11,9606.ENSP00000274520,9606.ENSP00000302234,0.902,0.0,0.0,0.0,0.898
IL9,IL4R,9606.ENSP00000274520,9606.ENSP00000379111,0.924,0.0,0.0,0.65,0.793
IL9,IL21R,9606.ENSP00000274520,9606.ENSP00000338010,0.924,0.0,0.0,0.65,0.792
IL9,IL13,9606.ENSP00000274520,9606.ENSP00000304915,0.947,0.0,0.0,0.0,0.932
IL9,IL2RG,9606.ENSP00000274520,9606.ENSP00000363318,0.998,0.0,0.0,0.9,0.985
IL17RB,IL13RA1,9606.ENSP00000288167,9606.ENSP00000360730,0.543,0.0,0.0,0.0,0.536
IL17RB,CRLF2,9606.ENSP00000288167,9606.ENSP00000370978,0.573,0.0,0.0,0.0,0.573
IL17RB,CCL11,9606.ENSP00000288167,9606.ENSP00000302234,0.574,0.0,0.0,0.0,0.574
IL17RB,PTGDR2,9606.ENSP00000288167,9606.ENSP00000332812,0.577,0.0,0.0,0.0,0.577
IL17RB,IL4R,9606.ENSP00000288167,9606.ENSP00000379111,0.607,0.0,0.056,0.0,0.599
IL17RB,IL23R,9606.ENSP00000288167,9606.ENSP00000321345,0.612,0.0,0.0,0.0,0.608
IL17RB,TSLP,9606.ENSP00000288167,9606.ENSP00000339804,0.801,0.0,0.0,0.0,0.801
IL17RB,IL13,9606.ENSP00000288167,9606.ENSP00000304915,0.821,0.0,0.0,0.0,0.821
IL17RB,IL17F,9606.ENSP00000288167,9606.ENSP00000337432,0.919,0.0,0.0,0.0,0.919
IL17RB,IL33,9606.ENSP00000288167,9606.ENSP00000370842,0.931,0.0,0.0,0.0,0.931
IL17RB,IL25,9606.ENSP00000288167,9606.ENSP00000328111,0.999,0.0,0.927,0.9,0.999
IL10RB,IL17F,9606.ENSP00000290200,9606.ENSP00000337432,0.403,0.0,0.0,0.0,0.374
IL10RB,IL2RG,9606.ENSP00000290200,9606.ENSP00000363318,0.41,0.0,0.0,0.0,0.363
IL10RB,IL4R,9606.ENSP00000290200,9606.ENSP00000379111,0.412,0.0,0.046,0.0,0.398
IL10RB,CSF2RB,9606.ENSP00000290200,9606.ENSP00000384053,0.432,0.0,0.0,0.0,0.373
IL10RB,IL23R,9606.ENSP00000290200,9606.ENSP00000321345,0.445,0.0,0.0,0.0,0.418
IL10RB,IL21R,9606.ENSP00000290200,9606.ENSP00000338010,0.469,0.0,0.0,0.0,0.469
IL10RB,IL5RA,9606.ENSP00000290200,9606.ENSP00000412209,0.525,0.0,0.0,0.0,0.51
IL10RB,IL20RB,9606.ENSP00000290200,9606.ENSP00000328133,0.559,0.0,0.0,0.0,0.559
IL10RB,IL13RA1,9606.ENSP00000290200,9606.ENSP00000360730,0.661,0.0,0.0,0.0,0.62
IL10RB,TSLP,9606.ENSP00000290200,9606.ENSP00000339804,0.725,0.0,0.0,0.65,0.247
IL10RB,IL13,9606.ENSP00000290200,9606.ENSP00000304915,0.765,0.0,0.0,0.65,0.357
IL10RB,IL22RA2,9606.ENSP00000290200,9606.ENSP00000296980,0.91,0.0,0.236,0.5,0.78
IL10RB,IL19,9606.ENSP00000290200,9606.ENSP00000499459,0.93,0.0,0.0,0.65,0.81
IL10RB,IL20RA,9606.ENSP00000290200,9606.ENSP00000314976,0.997,0.0,0.0,0.8,0.987
IL10RB,IFNLR1,9606.ENSP00000290200,9606.ENSP00000327824,0.999,0.0,0.9,0.9,0.999
LTC4S,IL13,9606.ENSP00000292596,9606.ENSP00000304915,0.418,0.0,0.0,0.0,0.418
LTC4S,PTGDR2,9606.ENSP00000292596,9606.ENSP00000332812,0.462,0.0,0.0,0.0,0.423
LTC4S,CYSLTR1,9606.ENSP00000292596,9606.ENSP00000362401,0.946,0.0,0.0,0.0,0.946
LTC4S,ALOX5,9606.ENSP00000292596,9606.ENSP00000363512,0.986,0.0,0.322,0.9,0.812
IL22RA2,IL5RA,9606.ENSP00000296980,9606.ENSP00000412209,0.441,0.0,0.0,0.0,0.262
IL22RA2,IL20RB,9606.ENSP00000296980,9606.ENSP00000328133,0.543,0.0,0.0,0.0,0.541
IL22RA2,IFNLR1,9606.ENSP00000296980,9606.ENSP00000327824,0.694,0.0,0.0,0.0,0.693
IL22RA2,TSLP,9606.ENSP00000296980,9606.ENSP00000339804,0.696,0.0,0.0,0.65,0.166
IL22RA2,IL13,9606.ENSP00000296980,9606.ENSP00000304915,0.712,0.0,0.0,0.65,0.211
IL22RA2,IL19,9606.ENSP00000296980,9606.ENSP00000499459,0.863,0.0,0.0,0.65,0.622
CCL11,IL19,9606.ENSP00000302234,9606.ENSP00000499459,0.42,0.0,0.0,0.0,0.275
CCL11,CYSLTR1,9606.ENSP00000302234,9606.ENSP00000362401,0.433,0.0,0.0,0.0,0.396
CCL11,SIGLEC8,9606.ENSP00000302234,9606.ENSP00000321077,0.435,0.0,0.096,0.0,0.401
CCL11,IL13RA1,9606.ENSP00000302234,9606.ENSP00000360730,0.444,0.0,0.0,0.0,0.444
CCL11,CCL24,9606.ENSP00000302234,9606.ENSP00000400533,0.466,0.0,0.0,0.0,0.442
CCL11,IL5RA,9606.ENSP00000302234,9606.ENSP00000412209,0.553,0.0,0.0,0.0,0.543
CCL11,IL31,9606.ENSP00000302234,9606.ENSP00000366234,0.575,0.0,0.0,0.0,0.575
CCL11,IL13RA2,9606.ENSP00000302234,9606.ENSP00000361004,0.582,0.0,0.0,0.0,0.356
CCL11,PTGDR2,9606.ENSP00000302234,9606.ENSP00000332812,0.618,0.0,0.0,0.0,0.618
CCL11,TSLP,9606.ENSP00000302234,9606.ENSP00000339804,0.679,0.0,0.0,0.0,0.663
CCL11,IL17F,9606.ENSP00000302234,9606.ENSP00000337432,0.686,0.0,0.0,0.0,0.669
CCL11,RNASE3,9606.ENSP00000302234,9606.ENSP00000302324,0.697,0.0,0.0,0.0,0.697
CCL11,IL4R,9606.ENSP00000302234,9606.ENSP00000379111,0.726,0.0,0.0,0.0,0.725
CCL11,IL25,9606.ENSP00000302234,9606.ENSP00000328111,0.755,0.0,0.0,0.0,0.755
CCL11,IL33,9606.ENSP00000302234,9606.ENSP00000370842,0.844,0.0,0.0,0.0,0.841
CCL11,IL13,9606.ENSP00000302234,9606.ENSP00000304915,0.944,0.0,0.0,0.0,0.94
CCL11,CCL26,9606.ENSP00000302234,9606.ENSP00000378365,0.997,0.0,0.994,0.0,0.482
RNASE3,CYSLTR1,9606.ENSP00000302324,9606.ENSP00000362401,0.424,0.0,0.0,0.0,0.37
RNASE3,PTGDR2,9606.ENSP00000302324,9606.ENSP00000332812,0.446,0.0,0.0,0.0,0.392
RNASE3,IL33,9606.ENSP00000302324,9606.ENSP00000370842,0.474,0.0,0.0,0.0,0.474
RNASE3,TSLP,9606.ENSP00000302324,9606.ENSP00000339804,0.505,0.0,0.0,0.0,0.505
RNASE3,SIGLEC8,9606.ENSP00000302324,9606.ENSP00000321077,0.53,0.0,0.0,0.0,0.505
RNASE3,CCL26,9606.ENSP00000302324,9606.ENSP00000378365,0.57,0.0,0.0,0.0,0.57
RNASE3,CCL24,9606.ENSP00000302324,9606.ENSP00000400533,0.583,0.0,0.0,0.0,0.571
RNASE3,IL13,9606.ENSP00000302324,9606.ENSP00000304915,0.6,0.0,0.0,0.0,0.6
RNASE3,IL5RA,9606.ENSP00000302324,9606.ENSP00000412209,0.621,0.0,0.0,0.0,0.572
IL13,SIGLEC8,9606.ENSP00000304915,9606.ENSP00000321077,0.449,0.0,0.0,0.0,0.442
IL13,IL1RAP,9606.ENSP00000304915,9606.ENSP00000314807,0.481,0.0,0.0,0.0,0.477
IL13,CYSLTR1,9606.ENSP00000304915,9606.ENSP00000362401,0.507,0.0,0.0,0.0,0.507
IL13,ALOX5,9606.ENSP00000304915,9606.ENSP00000363512,0.605,0.0,0.0,0.4,0.37
IL13,GHR,9606.ENSP00000304915,9606.ENSP00000483403,0.656,0.0,0.0,0.65,0.058
IL13,PRLR,9606.ENSP00000304915,9606.ENSP00000482954,0.662,0.0,0.0,0.65,0.075
IL13,CNTFR,9606.ENSP00000304915,9606.ENSP00000368265,0.668,0.0,0.0,0.65,0.091
IL13,MPL,9606.ENSP00000304915,9606.ENSP00000361548,0.672,0.0,0.0,0.65,0.102
IL13,IL19,9606.ENSP00000304915,9606.ENSP00000499459,0.675,0.0,0.0,0.0,0.649
IL13,IL20RB,9606.ENSP00000304915,9606.ENSP00000328133,0.705,0.0,0.0,0.65,0.178
IL13,PTGDR2,9606.ENSP00000304915,9606.ENSP00000332812,0.719,0.0,0.0,0.0,0.696
IL13,IL20RA,9606.ENSP00000304915,9606.ENSP00000314976,0.725,0.0,0.0,0.65,0.249
IL13,CSF2RB,9606.ENSP00000304915,9606.ENSP00000384053,0.731,0.0,0.0,0.65,0.263
IL13,IFNLR1,9606.ENSP00000304915,9606.ENSP00000327824,0.735,0.0,0.0,0.65,0.276
IL13,CCL24,9606.ENSP00000304915,9606.ENSP00000400533,0.739,0.0,0.0,0.0,0.726
IL13,IL21R,9606.ENSP00000304915,9606.ENSP00000338010,0.787,0.0,0.0,0.65,0.41
IL13,IL3RA,9606.ENSP00000304915,9606.ENSP00000327890,0.8,0.0,0.0,0.65,0.434
IL13,IL25,9606.ENSP00000304915,9606.ENSP00000328111,0.803,0.0,0.0,0.0,0.8
IL13,CCL26,9606.ENSP00000304915,9606.ENSP00000378365,0.809,0.0,0.0,0.0,0.797
IL13,IL6ST,9606.ENSP00000304915,9606.ENSP00000370698,0.822,0.0,0.0,0.65,0.501
IL13,IL23R,9606.ENSP00000304915,9606.ENSP00000321345,0.83,0.0,0.0,0.65,0.53
IL13,IL31,9606.ENSP00000304915,9606.ENSP00000366234,0.837,0.0,0.0,0.0,0.836
IL13,IL17F,9606.ENSP00000304915,9606.ENSP00000337432,0.842,0.0,0.0,0.0,0.825
IL13,IL11RA,9606.ENSP00000304915,9606.ENSP00000450565,0.843,0.0,0.0,0.65,0.571
IL13,CRLF2,9606.ENSP00000304915,9606.ENSP00000370978,0.857,0.0,0.0,0.65,0.609
IL13,IL5RA,9606.ENSP00000304915,9606.ENSP00000412209,0.859,0.0,0.0,0.65,0.609
IL13,TSLP,9606.ENSP00000304915,9606.ENSP00000339804,0.887,0.0,0.0,0.0,0.878
IL13,IL2RG,9606.ENSP00000304915,9606.ENSP00000363318,0.932,0.0,0.0,0.65,0.815
IL13,IL33,9606.ENSP00000304915,9606.ENSP00000370842,0.937,0.0,0.0,0.0,0.937
IL13,IL13RA1,9606.ENSP00000304915,9606.ENSP00000360730,0.999,0.0,0.982,0.9,0.999
IL13,IL4R,9606.ENSP00000304915,9606.ENSP00000379111,0.999,0.0,0.967,0.9,0.999
IL13,IL13RA2,9606.ENSP00000304915,9606.ENSP00000361004,0.999,0.0,0.983,0.9,0.998
IL1RAP,TSLP,9606.ENSP00000314807,9606.ENSP00000339804,0.595,0.0,0.0,0.0,0.595
IL1RAP,IL33,9606.ENSP00000314807,9606.ENSP00000370842,0.999,0.0,0.797,0.5,0.996
IL20RA,IL2RG,9606.ENSP00000314976,9606.ENSP00000363318,0.464,0.0,0.0,0.0,0.464
IL20RA,IL4R,9606.ENSP00000314976,9606.ENSP00000379111,0.493,0.0,0.0,0.0,0.32
IL20RA,IFNLR1,9606.ENSP00000314976,9606.ENSP00000327824,0.534,0.0,0.0,0.0,0.481
IL20RA,IL21R,9606.ENSP00000314976,9606.ENSP00000338010,0.561,0.0,0.0,0.0,0.469
IL20RA,IL13RA1,9606.ENSP00000314976,9606.ENSP00000360730,0.582,0.0,0.0,0.0,0.394
IL20RA,IL5RA,9606.ENSP00000314976,9606.ENSP00000412209,0.626,0.0,0.0,0.0,0.48
IL20RA,TSLP,9606.ENSP00000314976,9606.ENSP00000339804,0.734,0.0,0.0,0.65,0.273
IL20RA,IL19,9606.ENSP00000314976,9606.ENSP00000499459,0.998,0.0,0.363,0.9,0.982
IL20RA,IL20RB,9606.ENSP00000314976,9606.ENSP00000328133,0.999,0.0,0.946,0.8,0.989
SIGLEC8,CCL26,9606.ENSP00000321077,9606.ENSP00000378365,0.401,0.0,0.0,0.0,0.399
SIGLEC8,CCL24,9606.ENSP00000321077,9606.ENSP00000400533,0.404,0.0,0.096,0.0,0.368
SIGLEC8,TSLP,9606.ENSP00000321077,9606.ENSP00000339804,0.435,0.0,0.0,0.0,0.435
SIGLEC8,IL33,9606.ENSP00000321077,9606.ENSP00000370842,0.508,0.0,0.0,0.0,0.506
SIGLEC8,PTGDR2,9606.ENSP00000321077,9606.ENSP00000332812,0.686,0.0,0.0,0.0,0.507
SIGLEC8,IL5RA,9606.ENSP00000321077,9606.ENSP00000412209,0.74,0.0,0.0,0.0,0.662
IL23R,IL4R,9606.ENSP00000321345,9606.ENSP00000379111,0.577,0.0,0.0,0.0,0.565
IL23R,IL21R,9606.ENSP00000321345,9606.ENSP00000338010,0.604,0.0,0.0,0.0,0.574
IL23R,IL6ST,9606.ENSP00000321345,9606.ENSP00000370698,0.653,0.0,0.0,0.0,0.645
IL23R,TSLP,9606.ENSP00000321345,9606.ENSP00000339804,0.749,0.0,0.0,0.65,0.313
IL23R,IL19,9606.ENSP00000321345,9606.ENSP00000499459,0.763,0.0,0.0,0.65,0.352
IL23R,IL17F,9606.ENSP00000321345,9606.ENSP00000337432,0.924,0.0,0.0,0.0,0.914
IFNLR1,IL20RB,9606.ENSP00000327824,9606.ENSP00000328133,0.402,0.0,0.081,0.0,0.375
IFNLR1,IL13RA1,9606.ENSP00000327824,9606.ENSP00000360730,0.435,0.0,0.0,0.0,0.125
IFNLR1,TSLP,9606.ENSP00000327824,9606.ENSP00000339804,0.708,0.0,0.0,0.65,0.202
IFNLR1,IL19,9606.ENSP00000327824,9606.ENSP00000499459,0.852,0.0,0.0,0.65,0.595
IL3RA,IL33,9606.ENSP00000327890,9606.ENSP00000370842,0.554,0.0,0.0,0.0,0.547
IL3RA,MPL,9606.ENSP00000327890,9606.ENSP00000361548,0.586,0.0,0.0,0.0,0.586
IL3RA,PTGDR2,9606.ENSP00000327890,9606.ENSP00000332812,0.607,0.0,0.0,0.0,0.598
IL3RA,IL2RG,9606.ENSP00000327890,9606.ENSP00000363318,0.658,0.0,0.0,0.4,0.387
IL3RA,IL19,9606.ENSP00000327890,9606.ENSP00000499459,0.682,0.0,0.0,0.65,0.125
IL3RA,IL5RA,9606.ENSP00000327890,9606.ENSP00000412209,0.732,0.0,0.0,0.4,0.562
IL3RA,CRLF2,9606.ENSP00000327890,9606.ENSP00000370978,0.737,0.0,0.0,0.0,0.475
IL3RA,TSLP,9606.ENSP00000327890,9606.ENSP00000339804,0.771,0.0,0.0,0.65,0.373
IL3RA,CSF2RB,9606.ENSP00000327890,9606.ENSP00000384053,0.999,0.0,0.901,0.9,0.942
IL25,CRLF2,9606.ENSP00000328111,9606.ENSP00000370978,0.418,0.0,0.0,0.0,0.417
IL25,IL31,9606.ENSP00000328111,9606.ENSP00000366234,0.48,0.0,0.0,0.0,0.48
IL25,IL4R,9606.ENSP00000328111,9606.ENSP00000379111,0.52,0.0,0.0,0.0,0.52
IL25,TSLP,9606.ENSP00000328111,9606.ENSP00000339804,0.791,0.0,0.0,0.0,0.791
IL25,IL33,9606.ENSP00000328111,9606.ENSP00000370842,0.864,0.0,0.0,0.0,0.864
IL25,IL17F,9606.ENSP00000328111,9606.ENSP00000337432,0.957,0.0,0.0,0.0,0.957
IL20RB,TSLP,9606.ENSP00000328133,9606.ENSP00000339804,0.701,0.0,0.0,0.65,0.159
IL20RB,IL19,9606.ENSP00000328133,9606.ENSP00000499459,0.998,0.0,0.405,0.9,0.977
PTGDR2,CRLF2,9606.ENSP00000332812,9606.ENSP00000370978,0.481,0.0,0.0,0.0,0.481
PTGDR2,CYSLTR1,9606.ENSP00000332812,9606.ENSP00000362401,0.506,0.0,0.0,0.0,0.503
PTGDR2,IL4R,9606.ENSP00000332812,9606.ENSP00000379111,0.587,0.0,0.0,0.0,0.587
PTGDR2,CCL24,9606.ENSP00000332812,9606.ENSP00000400533,0.61,0.0,0.0,0.0,0.583
PTGDR2,CCL26,9606.ENSP00000332812,9606.ENSP00000378365,0.641,0.0,0.0,0.0,0.618
PTGDR2,IL33,9606.ENSP00000332812,9606.ENSP00000370842,0.666,0.0,0.0,0.0,0.666
PTGDR2,TSLP,9606.ENSP00000332812,9606.ENSP00000339804,0.707,0.0,0.0,0.0,0.693
PTGDR2,IL5RA,9606.ENSP00000332812,9606.ENSP00000412209,0.755,0.0,0.0,0.0,0.518
IL17F,TSLP,9606.ENSP00000337432,9606.ENSP00000339804,0.49,0.0,0.0,0.0,0.476
IL17F,IL21R,9606.ENSP00000337432,9606.ENSP00000338010,0.533,0.0,0.0,0.0,0.498
IL17F,IL19,9606.ENSP00000337432,9606.ENSP00000499459,0.533,0.0,0.0,0.0,0.479
IL17F,IL33,9606.ENSP00000337432,9606.ENSP00000370842,0.593,0.0,0.0,0.0,0.593
IL17F,IL31,9606.ENSP00000337432,9606.ENSP00000366234,0.593,0.0,0.0,0.0,0.59
IL21R,IL5RA,9606.ENSP00000338010,9606.ENSP00000412209,0.42,0.0,0.0,0.0,0.204
IL21R,IL13RA1,9606.ENSP00000338010,9606.ENSP00000360730,0.562,0.0,0.0,0.0,0.562
IL21R,CCL24,9606.ENSP00000338010,9606.ENSP00000400533,0.568,0.0,0.0,0.0,0.552
IL21R,TSLP,9606.ENSP00000338010,9606.ENSP00000339804,0.726,0.0,0.0,0.65,0.25
IL21R,IL19,9606.ENSP00000338010,9606.ENSP00000499459,0.727,0.0,0.0,0.65,0.253
IL21R,IL4R,9606.ENSP00000338010,9606.ENSP00000379111,0.781,0.0,0.0,0.0,0.552
IL21R,IL2RG,9606.ENSP00000338010,9606.ENSP00000363318,0.996,0.0,0.0,0.9,0.951
TSLP,CYSLTR1,9606.ENSP00000339804,9606.ENSP00000362401,0.447,0.0,0.0,0.0,0.447
TSLP,IL19,9606.ENSP00000339804,9606.ENSP00000499459,0.466,0.0,0.0,0.0,0.43
TSLP,CCL24,9606.ENSP00000339804,9606.ENSP00000400533,0.589,0.0,0.0,0.0,0.571
TSLP,PRLR,9606.ENSP00000339804,9606.ENSP00000482954,0.65,0.0,0.0,0.65,0.0
TSLP,GHR,9606.ENSP00000339804,9606.ENSP00000483403,0.654,0.0,0.0,0.65,0.0
TSLP,CNTFR,9606.ENSP00000339804,9606.ENSP00000368265,0.66,0.0,0.0,0.65,0.069
TSLP,IL11RA,9606.ENSP00000339804,9606.ENSP00000450565,0.667,0.0,0.0,0.65,0.089
TSLP,MPL,9606.ENSP00000339804,9606.ENSP00000361548,0.668,0.0,0.0,0.65,0.091
TSLP,CCL26,9606.ENSP00000339804,9606.ENSP00000378365,0.687,0.0,0.0,0.0,0.668
TSLP,CSF2RB,9606.ENSP00000339804,9606.ENSP00000384053,0.695,0.0,0.0,0.65,0.165
TSLP,IL6ST,9606.ENSP00000339804,9606.ENSP00000370698,0.697,0.0,0.0,0.65,0.15
TSLP,IL31,9606.ENSP00000339804,9606.ENSP00000366234,0.737,0.0,0.0,0.0,0.737
TSLP,IL13RA2,9606.ENSP00000339804,9606.ENSP00000361004,0.771,0.0,0.0,0.65,0.356
TSLP,IL5RA,9606.ENSP00000339804,9606.ENSP00000412209,0.847,0.0,0.0,0.65,0.582
TSLP,IL13RA1,9606.ENSP00000339804,9606.ENSP00000360730,0.869,0.0,0.0,0.65,0.643
TSLP,IL4R,9606.ENSP00000339804,9606.ENSP00000379111,0.877,0.0,0.0,0.65,0.665
TSLP,IL2RG,9606.ENSP00000339804,9606.ENSP00000363318,0.885,0.0,0.0,0.65,0.685
TSLP,IL33,9606.ENSP00000339804,9606.ENSP00000370842,0.93,0.0,0.0,0.0,0.924
TSLP,CRLF2,9606.ENSP00000339804,9606.ENSP00000370978,0.999,0.0,0.938,0.9,0.999
IL13RA1,CRLF2,9606.ENSP00000360730,9606.ENSP00000370978,0.491,0.0,0.0,0.0,0.492
IL13RA1,IL5RA,9606.ENSP00000360730,9606.ENSP00000412209,0.556,0.0,0.0,0.0,0.485
IL13RA1,IL33,9606.ENSP00000360730,9606.ENSP00000370842,0.623,0.0,0.0,0.0,0.599
IL13RA1,IL2RG,9606.ENSP00000360730,9606.ENSP00000363318,0.765,0.0,0.292,0.0,0.674
IL13RA1,IL6ST,9606.ENSP00000360730,9606.ENSP00000370698,0.777,0.0,0.0,0.0,0.765
IL13RA1,IL19,9606.ENSP00000360730,9606.ENSP00000499459,0.8,0.0,0.0,0.65,0.452
IL13RA1,IL11RA,9606.ENSP00000360730,9606.ENSP00000450565,0.843,0.0,0.0,0.0,0.843
IL13RA1,IL13RA2,9606.ENSP00000360730,9606.ENSP00000361004,0.972,0.0,0.0,0.0,0.972
IL13RA1,IL4R,9606.ENSP00000360730,9606.ENSP00000379111,0.999,0.0,0.946,0.8,0.999
IL13RA2,IL11RA,9606.ENSP00000361004,9606.ENSP00000450565,0.577,0.0,0.0,0.0,0.577
IL13RA2,IL2RG,9606.ENSP00000361004,9606.ENSP00000363318,0.595,0.0,0.0,0.0,0.595
IL13RA2,IL33,9606.ENSP00000361004,9606.ENSP00000370842,0.601,0.0,0.0,0.0,0.573
IL13RA2,IL19,9606.ENSP00000361004,9606.ENSP00000499459,0.862,0.0,0.0,0.65,0.453
IL13RA2,IL4R,9606.ENSP00000361004,9606.ENSP00000379111,0.999,0.0,0.292,0.8,0.996
MPL,IL5RA,9606.ENSP00000361548,9606.ENSP00000412209,0.452,0.0,0.0,0.0,0.44
MPL,IL4R,9606.ENSP00000361548,9606.ENSP00000379111,0.454,0.0,0.045,0.0,0.337
MPL,IL19,9606.ENSP00000361548,9606.ENSP00000499459,0.65,0.0,0.0,0.65,0.0
CYSLTR1,IL33,9606.ENSP00000362401,9606.ENSP00000370842,0.451,0.0,0.0,0.0,0.447
CYSLTR1,ALOX5,9606.ENSP00000362401,9606.ENSP00000363512,0.782,0.0,0.0,0.0,0.762
IL2RG,GHR,9606.ENSP00000363318,9606.ENSP00000483403,0.412,0.0,0.0,0.0,0.412
IL2RG,IL6ST,9606.ENSP00000363318,9606.ENSP00000370698,0.562,0.0,0.0,0.0,0.55
IL2RG,CSF2RB,9606.ENSP00000363318,9606.ENSP00000384053,0.629,0.0,0.0,0.4,0.238
IL2RG,IL5RA,9606.ENSP00000363318,9606.ENSP00000412209,0.699,0.0,0.0,0.4,0.48
IL2RG,IL19,9606.ENSP00000363318,9606.ENSP00000499459,0.708,0.0,0.0,0.65,0.2
IL2RG,IL4R,9606.ENSP00000363318,9606.ENSP00000379111,0.999,0.0,0.971,0.9,0.997
IL31,CRLF2,9606.ENSP00000366234,9606.ENSP00000370978,0.418,0.0,0.0,0.0,0.418
IL31,IL19,9606.ENSP00000366234,9606.ENSP00000499459,0.479,0.0,0.0,0.0,0.479
IL31,IL4R,9606.ENSP00000366234,9606.ENSP00000379111,0.506,0.0,0.0,0.0,0.506
IL31,CCL26,9606.ENSP00000366234,9606.ENSP00000378365,0.543,0.0,0.0,0.0,0.543
IL31,IL11RA,9606.ENSP00000366234,9606.ENSP00000450565,0.578,0.0,0.0,0.0,0.578
IL31,CNTFR,9606.ENSP00000366234,9606.ENSP00000368265,0.581,0.0,0.0,0.0,0.581
IL31,IL6ST,9606.ENSP00000366234,9606.ENSP00000370698,0.667,0.0,0.0,0.0,0.667
IL31,IL33,9606.ENSP00000366234,9606.ENSP00000370842,0.72,0.0,0.0,0.0,0.72
CNTFR,IL19,9606.ENSP00000368265,9606.ENSP00000499459,0.676,0.0,0.0,0.65,0.114
CNTFR,IL11RA,9606.ENSP00000368265,9606.ENSP00000450565,0.812,0.0,0.0,0.0,0.81
CNTFR,IL6ST,9606.ENSP00000368265,9606.ENSP00000370698,0.986,0.0,0.328,0.8,0.905
IL6ST,IL5RA,9606.ENSP00000370698,9606.ENSP00000412209,0.482,0.0,0.0,0.0,0.482
IL6ST,IL19,9606.ENSP00000370698,9606.ENSP00000499459,0.699,0.0,0.0,0.65,0.177
IL6ST,IL11RA,9606.ENSP00000370698,9606.ENSP00000450565,0.918,0.0,0.0,0.8,0.606
IL33,IL19,9606.ENSP00000370842,9606.ENSP00000499459,0.421,0.0,0.0,0.0,0.42
IL33,CSF2RB,9606.ENSP00000370842,9606.ENSP00000384053,0.491,0.0,0.0,0.0,0.475
IL33,CCL26,9606.ENSP00000370842,9606.ENSP00000378365,0.541,0.0,0.0,0.0,0.541
IL33,CCL24,9606.ENSP00000370842,9606.ENSP00000400533,0.612,0.0,0.0,0.0,0.594
IL33,IL5RA,9606.ENSP00000370842,9606.ENSP00000412209,0.723,0.0,0.0,0.0,0.723
IL33,IL4R,9606.ENSP00000370842,9606.ENSP00000379111,0.769,0.0,0.0,0.0,0.769
IL33,CRLF2,9606.ENSP00000370842,9606.ENSP00000370978,0.946,0.0,0.0,0.0,0.946
CRLF2,IL4R,9606.ENSP00000370978,9606.ENSP00000379111,0.636,0.0,0.071,0.0,0.625
CRLF2,IL19,9606.ENSP00000370978,9606.ENSP00000499459,0.689,0.0,0.0,0.65,0.119
CCL26,IL5RA,9606.ENSP00000378365,9606.ENSP00000412209,0.5,0.0,0.0,0.0,0.478
CCL26,CCL24,9606.ENSP00000378365,9606.ENSP00000400533,0.616,0.0,0.0,0.0,0.586
CCL26,IL4R,9606.ENSP00000378365,9606.ENSP00000379111,0.657,0.0,0.0,0.0,0.657
IL4R,GHR,9606.ENSP00000379111,9606.ENSP00000483403,0.444,0.0,0.0,0.0,0.444
IL4R,CCL24,9606.ENSP00000379111,9606.ENSP00000400533,0.45,0.0,0.0,0.0,0.45
IL4R,IL11RA,9606.ENSP00000379111,9606.ENSP00000450565,0.476,0.0,0.048,0.0,0.468
IL4R,IL5RA,9606.ENSP00000379111,9606.ENSP00000412209,0.763,0.0,0.0,0.0,0.763
IL4R,IL19,9606.ENSP00000379111,9606.ENSP00000499459,0.834,0.0,0.0,0.65,0.546
CSF2RB,IL19,9606.ENSP00000384053,9606.ENSP00000499459,0.672,0.0,0.0,0.65,0.1
CSF2RB,IL5RA,9606.ENSP00000384053,9606.ENSP00000412209,0.993,0.0,0.549,0.8,0.932
CCL24,IL5RA,9606.ENSP00000400533,9606.ENSP00000412209,0.473,0.0,0.0,0.0,0.448
IL5RA,GHR,9606.ENSP00000412209,9606.ENSP00000483403,0.517,0.0,0.0,0.0,0.517
IL5RA,IL19,9606.ENSP00000412209,9606.ENSP00000499459,0.694,0.0,0.0,0.65,0.164
IL11RA,IL19,9606.ENSP00000450565,9606.ENSP00000499459,0.702,0.0,0.0,0.65,0.186
PRLR,IL19,9606.ENSP00000482954,9606.ENSP00000499459,0.65,0.0,0.0,0.65,0.0
PRLR,GHR,9606.ENSP00000482954,9606.ENSP00000483403,0.791,0.0,0.0,0.5,0.586
GHR,IL19,9606.ENSP00000483403,9606.ENSP00000499459,0.654,0.0,0.0,0.65,0.053
CX3CL1,CCL18,9606.ENSP00000006053,9606.ENSP00000479955,0.426,0.0,0.0,0.0,0.396
CX3CL1,CCL14,9606.ENSP00000006053,9606.ENSP00000479097,0.431,0.0,0.0,0.0,0.422
CX3CL1,CXCL14,9606.ENSP00000006053,9606.ENSP00000337065,0.435,0.0,0.0,0.0,0.416
CX3CL1,IL33,9606.ENSP00000006053,9606.ENSP00000370842,0.479,0.0,0.0,0.0,0.431
CX3CL1,CCL15,9606.ENSP00000006053,9606.ENSP00000484078,0.527,0.0,0.0,0.0,0.526
CX3CL1,CCL24,9606.ENSP00000006053,9606.ENSP00000400533,0.537,0.0,0.0,0.0,0.53
